accession	organism	kingdom	length	tm_in_first_90
O15743	Dictyostelium	Other	975	False
O15770	Plasmodium falciparum	Other	546	False
O16000	Caenorhabditis	Metazoa	291	False
O17386	Caenorhabditis	Metazoa	458	True
O17850	Caenorhabditis	Metazoa	317	False
O17966	Caenorhabditis	Metazoa	806	False
O18404	melanogaster subgroup	Metazoa	255	False
O18412	melanogaster subgroup	Metazoa	718	False
O18757	Oryctolagus	Metazoa	475	False
O18965	Bos	Metazoa	987	False
O19105	Oryctolagus	Metazoa	541	True
O20250	Spinacia	Plants	741	False
O22043	Arabidopsis	Plants	336	False
O22049	Arabidopsis	Plants	353	False
O22056	Arabidopsis	Plants	572	False
O22145	Arabidopsis	Plants	480	False
O22229	Arabidopsis	Plants	529	False
O22265	Arabidopsis	Plants	373	False
O22267	Arabidopsis	Plants	1122	True
O22268	Arabidopsis	Plants	353	False
O22527	Arabidopsis	Plants	324	False
O22558	Arabidopsis	Plants	546	False
O22609	Arabidopsis	Plants	439	False
O22666	Arabidopsis	Plants	362	False
O22682	Arabidopsis	Plants	404	False
O22752	Arabidopsis	Plants	542	True
O22788	Arabidopsis	Plants	236	False
O22793	Arabidopsis	Plants	219	False
O22832	Arabidopsis	Plants	401	False
O22914	Arabidopsis	Plants	124	False
O22993	Arabidopsis	Plants	946	False
O23140	Arabidopsis	Plants	438	False
O23141	Arabidopsis	Plants	711	False
O23144	Arabidopsis	Plants	612	False
O23166	Arabidopsis	Plants	261	False
O23240	Arabidopsis	Plants	559	False
O23299	Arabidopsis	Plants	240	False
O23304	Arabidopsis	Plants	487	False
O23310	Arabidopsis	Plants	161	False
O23403	Arabidopsis	Plants	287	False
O23404	Arabidopsis	Plants	963	False
O23553	Arabidopsis	Plants	548	False
O23627	Arabidopsis	Plants	729	False
O23647	Arabidopsis	Plants	858	False
O23676	Arabidopsis	Plants	150	False
O23680	Arabidopsis	Plants	297	True
O23722	Arabidopsis	Plants	412	False
O23813	Zea	Plants	635	False
O24164	Nicotiana	Plants	504	False
O24174	Oryza sativa	Plants	505	False
O24370	Solanum	Plants	899	False
O24495	Arabidopsis	Plants	331	False
O24527	Arabidopsis	Plants	836	False
O24592	Zea	Plants	604	False
O24621	Arabidopsis	Plants	571	False
O24629	Arabidopsis	Plants	502	False
O35049	Rattus	Metazoa	655	False
O35054	Mus	Metazoa	210	True
O35078	Rattus	Metazoa	346	False
O35084	Mus	Metazoa	507	False
O35095	Rattus	Metazoa	729	False
O35111	Mus	Metazoa	409	True
O35119	Rattus	Metazoa	977	False
O35129	Mus	Metazoa	299	False
O35132	Rattus	Metazoa	501	False
O35147	Rattus	Metazoa	205	False
O35235	Mus	Metazoa	316	True
O35240	Rattus	Metazoa	533	True
O35245	Mus	Metazoa	966	False
O35250	Mus	Metazoa	697	False
O35286	Mus	Metazoa	795	False
O35303	Rattus	Metazoa	755	False
O35387	Mus	Metazoa	280	False
O35394	Rattus	Metazoa	185	True
O35425	Mus	Metazoa	213	False
O35427	Mus	Metazoa	148	False
O35433	Rattus	Metazoa	838	False
O35445	Mus	Metazoa	180	False
O35453	Mus	Metazoa	436	True
O35465	Mus	Metazoa	402	False
O35469	Mus	Metazoa	373	False
O35488	Mus	Metazoa	620	True
O35501	Cricetulus	Metazoa	679	False
O35544	Mus	Metazoa	561	True
O35625	Mus	Metazoa	863	False
O35658	Mus	Metazoa	278	False
O35671	Mus	Metazoa	200	False
O35678	Mus	Metazoa	303	False
O35795	Rattus	Metazoa	495	True
O35811	Rattus	Metazoa	361	True
O35826	Rattus	Metazoa	722	False
O35854	Rattus	Metazoa	393	False
O35855	Mus	Metazoa	393	False
O35864	Mus	Metazoa	334	False
O35913	Rattus	Metazoa	661	True
O35921	Rattus	Metazoa	561	True
O35943	Mus	Metazoa	207	False
O35980	Mus	Metazoa	300	False
O42855	Schizosaccharomyces pombe	Fungi	303	False
O42872	Schizosaccharomyces pombe	Fungi	242	False
O43007	Schizosaccharomyces pombe	Fungi	972	False
O43091	Schizosaccharomyces pombe	Fungi	378	False
O43143	Homo	Metazoa	795	False
O43150	Homo	Metazoa	1006	False
O43159	Homo	Metazoa	456	False
O43164	Homo	Metazoa	708	False
O43181	Homo	Metazoa	175	False
O43193	Homo	Metazoa	412	True
O43194	Homo	Metazoa	453	True
O43236	Homo	Metazoa	996	False
O43272	Homo	Metazoa	600	False
O43306	Homo	Metazoa	1168	False
O43314	Homo	Metazoa	1243	False
O43315	Homo	Metazoa	295	True
O43318	Homo	Metazoa	606	False
O43324	Homo	Metazoa	174	False
O43353	Homo	Metazoa	540	False
O43374	Homo	Metazoa	803	False
O43451	Homo	Metazoa	2753	True
O43463	Homo	Metazoa	412	False
O43464	Homo	Metazoa	458	False
O43491	Homo	Metazoa	1005	False
O43497	Homo	Metazoa	2377	True
O43502	Homo	Metazoa	376	False
O43504	Homo	Metazoa	91	False
O43508	Homo	Metazoa	249	True
O43511	Homo	Metazoa	780	True
O43520	Homo	Metazoa	1251	False
O43521	Homo	Metazoa	198	False
O43524	Homo	Metazoa	673	False
O43525	Homo	Metazoa	872	False
O43526	Homo	Metazoa	872	False
O43542	Homo	Metazoa	346	False
O43557	Homo	Metazoa	240	True
O43561	Homo	Metazoa	262	True
O43572	Homo	Metazoa	662	False
O43586	Homo	Metazoa	416	False
O43597	Homo	Metazoa	315	False
O43603	Homo	Metazoa	387	True
O43613	Homo	Metazoa	425	True
O43614	Homo	Metazoa	444	True
O43615	Homo	Metazoa	452	False
O43665	Homo	Metazoa	181	False
O43681	Homo	Metazoa	348	False
O43687	Homo	Metazoa	104	False
O43688	Homo	Metazoa	288	True
O43715	Homo	Metazoa	76	False
O43716	Homo	Metazoa	136	False
O43739	Homo	Metazoa	400	False
O43745	Homo	Metazoa	196	False
O43749	Homo	Metazoa	312	True
O43772	Homo	Metazoa	301	True
O43808	Homo	Metazoa	307	True
O43813	Homo	Metazoa	399	False
O43818	Homo	Metazoa	475	False
O43819	Homo	Metazoa	266	True
O43822	Homo	Metazoa	256	False
O43823	Homo	Metazoa	692	False
O43837	Homo	Metazoa	385	False
O43865	Homo	Metazoa	530	False
O43868	Homo	Metazoa	658	True
O43900	Homo	Metazoa	615	False
O43909	Homo	Metazoa	919	True
O43924	Homo	Metazoa	150	False
O43933	Homo	Metazoa	1283	False
O44074	Ascaris	Metazoa	282	False
O44081	melanogaster subgroup	Metazoa	508	False
O44476	Caenorhabditis	Metazoa	833	False
O44783	melanogaster subgroup	Metazoa	589	False
O44827	Caenorhabditis	Metazoa	510	True
O44997	Caenorhabditis	Metazoa	1425	False
O45495	Caenorhabditis	Metazoa	139	False
O45797	Caenorhabditis	Metazoa	908	False
O45923	Caenorhabditis	Metazoa	410	False
O46102	melanogaster subgroup	Metazoa	612	False
O46385	Bos	Metazoa	2194	False
O46411	Bos	Metazoa	560	False
O46550	Canis lupus	Metazoa	162	False
O46635	Canis lupus	Metazoa	470	True
O48528	Arabidopsis	Plants	159	True
O48538	Arabidopsis	Plants	944	False
O48593	Arabidopsis	Plants	567	False
O48709	Arabidopsis	Plants	705	False
O48737	Arabidopsis	Plants	179	False
O48741	Arabidopsis	Plants	401	False
O48782	Arabidopsis	Plants	282	False
O48814	Arabidopsis	Plants	395	False
O48917	Arabidopsis	Plants	477	False
O48963	Arabidopsis	Plants	996	False
O49196	Arabidopsis	Plants	293	False
O49203	Arabidopsis	Plants	238	False
O49429	Arabidopsis	Plants	419	False
O49447	Arabidopsis	Plants	379	True
O49472	Arabidopsis	Plants	313	False
O49485	Arabidopsis	Plants	603	False
O49543	Arabidopsis	Plants	453	False
O49562	Arabidopsis	Plants	403	False
O49596	Arabidopsis	Plants	144	False
O49627	Arabidopsis	Plants	167	False
O49629	Arabidopsis	Plants	310	False
O49668	Arabidopsis	Plants	214	False
O49686	Arabidopsis	Plants	191	False
O49839	Arabidopsis	Plants	426	False
O49840	Arabidopsis	Plants	426	False
O50008	Arabidopsis	Plants	765	False
O50061	Arabidopsis	Plants	282	False
O54689	Mus	Metazoa	367	True
O54693	Mus	Metazoa	391	True
O54697	Rattus	Metazoa	745	True
O54698	Rattus	Metazoa	457	True
O54699	Rattus	Metazoa	456	True
O54701	Rattus	Metazoa	670	True
O54709	Mus	Metazoa	232	True
O54724	Mus	Metazoa	392	False
O54794	Mus	Metazoa	303	True
O54814	Rattus	Metazoa	359	True
O54825	Mus	Metazoa	436	False
O54829	Mus	Metazoa	469	False
O54851	Mus	Metazoa	321	True
O54902	Rattus	Metazoa	568	True
O54931	Mus	Metazoa	1089	False
O54937	Rattus	Metazoa	412	False
O54942	Mus	Metazoa	218	True
O54957	Mus	Metazoa	242	True
O54967	Mus	Metazoa	1055	False
O54972	Mus	Metazoa	620	False
O54982	Mus	Metazoa	1121	True
O55003	Mus	Metazoa	187	False
O55022	Mus	Metazoa	195	True
O55028	Mus	Metazoa	412	False
O55029	Mus	Metazoa	905	False
O55102	Mus	Metazoa	125	False
O55103	Mus	Metazoa	1391	False
O55135	Mus	Metazoa	245	False
O55164	Rattus	Metazoa	2054	False
O55171	Rattus	Metazoa	453	False
O55207	Rattus	Metazoa	1496	False
O55237	Mus	Metazoa	195	True
O55242	Mus	Metazoa	223	True
O57321	Ambystoma	Metazoa	543	True
O57579	Gallus	Metazoa	972	True
O59701	Schizosaccharomyces pombe	Fungi	351	False
O59740	Schizosaccharomyces pombe	Fungi	522	False
O59858	Schizosaccharomyces pombe	Fungi	158	False
O60060	Schizosaccharomyces pombe	Fungi	415	False
O60143	Schizosaccharomyces pombe	Fungi	251	False
O60182	Schizosaccharomyces pombe	Fungi	934	False
O60200	Saccharomyces cerevisiae	Fungi	86	False
O60216	Homo	Metazoa	631	False
O60220	Homo	Metazoa	97	False
O60235	Homo	Metazoa	418	True
O60238	Homo	Metazoa	219	False
O60239	Homo	Metazoa	455	False
O60260	Homo	Metazoa	465	False
O60266	Homo	Metazoa	1144	True
O60291	Homo	Metazoa	552	False
O60292	Homo	Metazoa	1781	False
O60312	Homo	Metazoa	1499	True
O60313	Homo	Metazoa	960	False
O60331	Homo	Metazoa	668	False
O60333	Homo	Metazoa	1816	False
O60346	Homo	Metazoa	1717	False
O60427	Homo	Metazoa	444	False
O60443	Homo	Metazoa	496	False
O60488	Homo	Metazoa	711	True
O60503	Homo	Metazoa	1353	False
O60524	Homo	Metazoa	1076	False
O60635	Homo	Metazoa	241	True
O60669	Homo	Metazoa	478	True
O60678	Homo	Metazoa	531	False
O60683	Homo	Metazoa	326	True
O60711	Homo	Metazoa	386	False
O60716	Homo	Metazoa	968	False
O60729	Homo	Metazoa	498	False
O60733	Homo	Metazoa	806	False
O60741	Homo	Metazoa	890	False
O60755	Homo	Metazoa	368	True
O60763	Homo	Metazoa	962	False
O60779	Homo	Metazoa	497	True
O60783	Homo	Metazoa	128	False
O60829	Homo	Metazoa	102	False
O60830	Homo	Metazoa	172	True
O60832	Homo	Metazoa	514	False
O60879	Homo	Metazoa	1101	False
O60921	Homo	Metazoa	280	False
O60928	Homo	Metazoa	360	True
O60936	Homo	Metazoa	208	False
O61122	Dictyostelium	Other	478	False
O61125	Dictyostelium	Other	461	False
O61307	melanogaster subgroup	Metazoa	2731	False
O61715	Caenorhabditis	Metazoa	454	True
O61722	melanogaster subgroup	Metazoa	176	False
O61967	Caenorhabditis	Metazoa	699	False
O62090	Caenorhabditis	Metazoa	586	False
O62140	Caenorhabditis	Metazoa	674	False
O62471	Caenorhabditis	Metazoa	1592	False
O62667	Sus	Metazoa	647	True
O62683	Canis lupus	Metazoa	898	False
O64517	Arabidopsis	Plants	418	False
O64530	Arabidopsis	Plants	379	False
O64682	Arabidopsis	Plants	438	False
O64750	Arabidopsis	Plants	186	False
O64814	Arabidopsis	Plants	481	False
O64816	Arabidopsis	Plants	432	False
O64817	Arabidopsis	Plants	333	False
O64883	Arabidopsis	Plants	560	False
O64903	Arabidopsis	Plants	231	False
O64948	Arabidopsis	Plants	888	False
O64973	Arabidopsis	Plants	889	False
O65220	Arabidopsis	Plants	281	False
O65258	Arabidopsis	Plants	542	False
O65272	Arabidopsis	Plants	1174	False
O65282	Arabidopsis	Plants	253	False
O65502	Arabidopsis	Plants	395	False
O65686	Arabidopsis	Plants	113	False
O70127	Rattus	Metazoa	1321	True
O70129	Cavia	Metazoa	345	True
O70131	Mus	Metazoa	152	True
O70133	Mus	Metazoa	1380	False
O70161	Mus	Metazoa	661	False
O70172	Mus	Metazoa	405	False
O70200	Mus	Metazoa	147	False
O70239	Rattus	Metazoa	827	False
O70258	Mus	Metazoa	437	False
O70274	Mus	Metazoa	167	False
O70324	Mus	Metazoa	545	False
O70325	Mus	Metazoa	197	False
O70337	Mus	Metazoa	150	False
O70342	Mus	Metazoa	466	True
O70404	Mus	Metazoa	101	True
O70405	Mus	Metazoa	1051	False
O70467	Rattus	Metazoa	528	False
O70491	Mus	Metazoa	670	True
O70507	Mus	Metazoa	1201	False
O70511	Rattus	Metazoa	2622	False
O70531	Rattus	Metazoa	739	False
O70572	Mus	Metazoa	419	False
O70585	Mus	Metazoa	659	False
O70597	Rattus	Metazoa	246	False
O70622	Mus	Metazoa	471	False
O74191	Schizosaccharomyces pombe	Fungi	361	False
O74208	Candida glabrata	Fungi	1542	False
O74356	Schizosaccharomyces pombe	Fungi	585	False
O74369	Schizosaccharomyces pombe	Fungi	424	False
O74421	Schizosaccharomyces pombe	Fungi	274	False
O74475	Schizosaccharomyces pombe	Fungi	1955	False
O74504	Schizosaccharomyces pombe	Fungi	791	False
O74560	Schizosaccharomyces pombe	Fungi	636	False
O74700	Saccharomyces cerevisiae	Fungi	87	False
O74791	Schizosaccharomyces pombe	Fungi	470	False
O74991	Schizosaccharomyces pombe	Fungi	577	False
O75012	Saccharomyces cerevisiae	Fungi	95	False
O75044	Homo	Metazoa	1071	False
O75056	Homo	Metazoa	442	False
O75081	Homo	Metazoa	653	False
O75106	Homo	Metazoa	756	True
O75110	Homo	Metazoa	1047	True
O75122	Homo	Metazoa	1294	False
O75127	Homo	Metazoa	700	False
O75131	Homo	Metazoa	537	False
O75143	Homo	Metazoa	517	False
O75151	Homo	Metazoa	1096	False
O75185	Homo	Metazoa	946	False
O75192	Homo	Metazoa	247	True
O75204	Homo	Metazoa	238	False
O75312	Homo	Metazoa	459	False
O75317	Homo	Metazoa	370	False
O75323	Homo	Metazoa	286	False
O75324	Homo	Metazoa	88	True
O75348	Homo	Metazoa	118	False
O75354	Homo	Metazoa	484	True
O75355	Homo	Metazoa	529	True
O75365	Homo	Metazoa	173	False
O75368	Homo	Metazoa	114	False
O75381	Homo	Metazoa	377	False
O75386	Homo	Metazoa	442	False
O75387	Homo	Metazoa	559	True
O75414	Homo	Metazoa	186	False
O75426	Homo	Metazoa	580	False
O75431	Homo	Metazoa	263	False
O75439	Homo	Metazoa	489	False
O75489	Homo	Metazoa	264	False
O75508	Homo	Metazoa	207	True
O75521	Homo	Metazoa	394	False
O75558	Homo	Metazoa	287	False
O75570	Homo	Metazoa	445	False
O75607	Homo	Metazoa	178	False
O75608	Homo	Metazoa	230	False
O75616	Homo	Metazoa	437	False
O75648	Homo	Metazoa	421	False
O75688	Homo	Metazoa	479	False
O75691	Homo	Metazoa	2785	False
O75695	Homo	Metazoa	350	False
O75712	Homo	Metazoa	270	True
O75746	Homo	Metazoa	678	False
O75751	Homo	Metazoa	556	True
O75762	Homo	Metazoa	1119	False
O75781	Homo	Metazoa	387	False
O75807	Homo	Metazoa	674	False
O75817	Homo	Metazoa	140	False
O75874	Homo	Metazoa	414	False
O75879	Homo	Metazoa	557	False
O75880	Homo	Metazoa	301	False
O75897	Homo	Metazoa	302	False
O75912	Homo	Metazoa	1057	False
O75920	Homo	Metazoa	110	False
O75923	Homo	Metazoa	2080	False
O75934	Homo	Metazoa	225	False
O75947	Homo	Metazoa	161	False
O75955	Homo	Metazoa	427	False
O75964	Homo	Metazoa	103	False
O75970	Homo	Metazoa	2070	False
O76021	Homo	Metazoa	490	False
O76031	Homo	Metazoa	633	False
O76082	Homo	Metazoa	557	True
O76083	Homo	Metazoa	593	False
O76090	Homo	Metazoa	585	True
O76324	melanogaster subgroup	Metazoa	440	False
O76689	Caenorhabditis	Metazoa	714	True
O76902	melanogaster subgroup	Metazoa	316	False
O76922	melanogaster subgroup	Metazoa	866	False
O77389	Plasmodium falciparum	Other	309	True
O77746	Canis lupus	Metazoa	865	False
O78310	Arabidopsis	Plants	216	False
O78749	Ovis	Metazoa	514	True
O78750	Ovis	Metazoa	227	True
O80397	Arabidopsis	Plants	366	False
O80501	Arabidopsis	Plants	208	False
O80507	Arabidopsis	Plants	283	False
O80548	Arabidopsis	Plants	693	False
O80565	Arabidopsis	Plants	343	True
O80575	Arabidopsis	Plants	227	False
O80634	Arabidopsis	Plants	238	False
O80725	Arabidopsis	Plants	1286	True
O80796	Arabidopsis	Plants	330	False
O80842	Arabidopsis	Plants	366	False
O80845	Arabidopsis	Plants	236	False
O80860	Arabidopsis	Plants	695	False
O80885	Arabidopsis	Plants	447	False
O80920	Arabidopsis	Plants	207	False
O80952	Arabidopsis	Plants	296	False
O80970	Arabidopsis	Plants	634	False
O80983	Arabidopsis	Plants	717	False
O80988	Arabidopsis	Plants	1044	False
O81126	Arabidopsis	Plants	200	False
O81192	Salvia subgen. Salvia	Plants	598	False
O81208	Arabidopsis	Plants	110	True
O81223	Arabidopsis	Plants	222	False
O81235	Arabidopsis	Plants	231	False
O81283	Arabidopsis	Plants	1503	True
O81439	Arabidopsis	Plants	318	False
O81445	Arabidopsis	Plants	213	False
O81775	Arabidopsis	Plants	158	True
O81852	Arabidopsis	Plants	916	False
O82204	Arabidopsis	Plants	143	False
O82230	Arabidopsis	Plants	182	False
O82234	Arabidopsis	Plants	312	False
O82245	Arabidopsis	Plants	196	True
O82261	Arabidopsis	Plants	607	False
O82264	Arabidopsis	Plants	413	False
O82266	Arabidopsis	Plants	530	False
O82390	Arabidopsis	Plants	512	False
O82392	Arabidopsis	Plants	644	False
O82399	Arabidopsis	Plants	354	False
O82504	Arabidopsis	Plants	1133	False
O82533	Arabidopsis	Plants	478	False
O82587	Arabidopsis	Plants	285	True
O82628	Arabidopsis	Plants	110	False
O82656	Arabidopsis	Plants	340	False
O82660	Arabidopsis	Plants	403	False
O82663	Arabidopsis	Plants	634	False
O82796	Arabidopsis	Plants	295	False
O82811	Arabidopsis	Plants	530	True
O88267	Rattus	Metazoa	419	False
O88269	Rattus	Metazoa	1502	True
O88339	Rattus	Metazoa	575	False
O88343	Mus	Metazoa	1079	False
O88382	Rattus	Metazoa	1277	False
O88407	Rattus	Metazoa	316	False
O88420	Rattus	Metazoa	1978	False
O88446	Rattus	Metazoa	551	True
O88454	Mus	Metazoa	398	True
O88457	Rattus	Metazoa	1765	False
O88466	Mus	Metazoa	1888	False
O88483	Rattus	Metazoa	538	False
O88484	Rattus	Metazoa	530	False
O88495	Mus	Metazoa	591	True
O88551	Mus	Metazoa	211	True
O88552	Mus	Metazoa	230	True
O88561	Mus	Metazoa	667	True
O88563	Rattus	Metazoa	1522	True
O88575	Mus	Metazoa	635	True
O88576	Mus	Metazoa	615	True
O88597	Mus	Metazoa	448	False
O88662	Mus	Metazoa	172	True
O88667	Mus	Metazoa	308	False
O88696	Mus	Metazoa	272	False
O88703	Mus	Metazoa	863	False
O88704	Mus	Metazoa	910	False
O88705	Mus	Metazoa	779	False
O88713	Mus	Metazoa	188	True
O88728	Mus	Metazoa	134	True
O88735	Mus	Metazoa	730	False
O88767	Rattus	Metazoa	189	False
O88801	Rattus	Metazoa	354	False
O88813	Rattus	Metazoa	683	True
O88844	Mus	Metazoa	414	False
O88845	Mus	Metazoa	662	False
O88867	Rattus	Metazoa	478	False
O88870	Mus	Metazoa	551	True
O88909	Mus	Metazoa	537	True
O88910	Mus	Metazoa	568	False
O88943	Rattus	Metazoa	852	False
O88944	Rattus	Metazoa	873	False
O88951	Mus	Metazoa	207	False
O88952	Mus	Metazoa	197	False
O88967	Mus	Metazoa	715	False
O89000	Rattus	Metazoa	1025	False
O89039	Rattus	Metazoa	362	True
O89050	Mus	Metazoa	735	False
O93295	Gallus	Metazoa	493	True
O94313	Schizosaccharomyces pombe	Fungi	1160	False
O94374	Schizosaccharomyces pombe	Fungi	539	False
O94427	Schizosaccharomyces pombe	Fungi	424	False
O94487	Schizosaccharomyces pombe	Fungi	624	False
O94489	Schizosaccharomyces pombe	Fungi	1047	False
O94504	Schizosaccharomyces pombe	Fungi	133	False
O94547	Schizosaccharomyces pombe	Fungi	580	False
O94614	Schizosaccharomyces pombe	Fungi	633	False
O94623	Schizosaccharomyces pombe	Fungi	935	False
O94653	Schizosaccharomyces pombe	Fungi	1121	False
O94759	Homo	Metazoa	1503	False
O94763	Homo	Metazoa	535	False
O94778	Homo	Metazoa	261	True
O94804	Homo	Metazoa	968	False
O94812	Homo	Metazoa	1187	False
O94818	Homo	Metazoa	638	False
O94822	Homo	Metazoa	1766	False
O94826	Homo	Metazoa	608	True
O94830	Homo	Metazoa	711	False
O94850	Homo	Metazoa	711	False
O94868	Homo	Metazoa	740	False
O94874	Homo	Metazoa	794	False
O94875	Homo	Metazoa	1100	False
O94886	Homo	Metazoa	807	True
O94911	Homo	Metazoa	1621	True
O94921	Homo	Metazoa	469	False
O94925	Homo	Metazoa	669	False
O94956	Homo	Metazoa	709	True
O94972	Homo	Metazoa	964	False
O94979	Homo	Metazoa	1220	False
O95047	Homo	Metazoa	310	True
O95049	Homo	Metazoa	919	False
O95059	Homo	Metazoa	124	False
O95069	Homo	Metazoa	426	True
O95136	Homo	Metazoa	353	True
O95140	Homo	Metazoa	757	False
O95153	Homo	Metazoa	1857	False
O95180	Homo	Metazoa	2353	False
O95202	Homo	Metazoa	739	False
O95210	Homo	Metazoa	358	True
O95255	Homo	Metazoa	1503	True
O95259	Homo	Metazoa	989	False
O95267	Homo	Metazoa	797	False
O95278	Homo	Metazoa	331	False
O95342	Homo	Metazoa	1321	True
O95377	Homo	Metazoa	273	True
O95396	Homo	Metazoa	460	False
O95425	Homo	Metazoa	2214	False
O95433	Homo	Metazoa	338	False
O95452	Homo	Metazoa	261	True
O95453	Homo	Metazoa	639	False
O95466	Homo	Metazoa	1100	False
O95471	Homo	Metazoa	211	True
O95477	Homo	Metazoa	2261	True
O95484	Homo	Metazoa	217	True
O95487	Homo	Metazoa	1268	False
O95500	Homo	Metazoa	239	True
O95551	Homo	Metazoa	362	False
O95563	Homo	Metazoa	127	True
O95568	Homo	Metazoa	372	False
O95571	Homo	Metazoa	254	False
O95602	Homo	Metazoa	1720	False
O95707	Homo	Metazoa	220	False
O95721	Homo	Metazoa	258	False
O95782	Homo	Metazoa	977	False
O95786	Homo	Metazoa	925	False
O95810	Homo	Metazoa	425	False
O95822	Homo	Metazoa	493	False
O95831	Homo	Metazoa	613	False
O95832	Homo	Metazoa	211	True
O95833	Homo	Metazoa	236	True
O95847	Homo	Metazoa	323	True
O95858	Homo	Metazoa	294	True
O95865	Homo	Metazoa	285	False
O95900	Homo	Metazoa	331	False
O95907	Homo	Metazoa	504	True
O95977	Homo	Metazoa	384	True
O95990	Homo	Metazoa	144	False
O96000	Homo	Metazoa	172	False
O96007	Homo	Metazoa	188	False
O96008	Homo	Metazoa	361	False
O96011	Homo	Metazoa	259	False
O96028	Homo	Metazoa	1365	False
O96033	Homo	Metazoa	88	False
O96621	Dictyostelium	Other	392	False
O96622	Dictyostelium	Other	369	False
O96623	Dictyostelium	Other	293	False
O96624	Dictyostelium	Other	174	False
O96625	Dictyostelium	Other	169	False
O96626	Dictyostelium	Other	138	False
O96693	Plasmodium falciparum	Other	488	False
O96759	Dictyostelium	Other	611	False
O97240	Plasmodium falciparum	Other	617	False
O97758	Canis lupus	Metazoa	1769	False
O97859	Bos	Metazoa	428	False
P00002	Macaca	Metazoa	105	False
P00004	Equus	Metazoa	105	False
P00011	Canis lupus	Metazoa	105	False
P00015	Mus	Metazoa	105	False
P00044	Saccharomyces cerevisiae	Fungi	109	False
P00127	Saccharomyces cerevisiae	Fungi	147	False
P00128	Saccharomyces cerevisiae	Fungi	127	False
P00157	Bos	Metazoa	379	True
P00158	Mus	Metazoa	381	True
P00159	Rattus	Metazoa	380	True
P00163	Saccharomyces cerevisiae	Fungi	385	True
P00175	Saccharomyces cerevisiae	Fungi	591	False
P00185	Rattus	Metazoa	524	False
P00257	Bos	Metazoa	186	False
P00352	Homo	Metazoa	501	False
P00359	Saccharomyces cerevisiae	Fungi	332	False
P00367	Homo	Metazoa	558	False
P00371	Sus	Metazoa	347	False
P00375	Mus	Metazoa	187	False
P00390	Homo	Metazoa	522	False
P00395	Homo	Metazoa	513	True
P00396	Bos	Metazoa	514	True
P00397	Mus	Metazoa	514	True
P00401	Saccharomyces cerevisiae	Fungi	534	True
P00403	Homo	Metazoa	227	True
P00405	Mus	Metazoa	227	True
P00410	Saccharomyces cerevisiae	Fungi	251	True
P00411	Neurospora crassa	Fungi	250	True
P00414	Homo	Metazoa	261	True
P00415	Bos	Metazoa	261	True
P00416	Mus	Metazoa	261	True
P00420	Saccharomyces cerevisiae	Fungi	269	True
P00423	Bos	Metazoa	169	False
P00424	Saccharomyces cerevisiae	Fungi	153	True
P00429	Bos	Metazoa	86	False
P00430	Bos	Metazoa	63	True
P00431	Saccharomyces cerevisiae	Fungi	361	False
P00432	Bos	Metazoa	527	False
P00445	Saccharomyces cerevisiae	Fungi	154	False
P00455	Spinacia	Plants	369	False
P00480	Homo	Metazoa	354	False
P00505	Homo	Metazoa	430	False
P00506	Sus	Metazoa	430	False
P00507	Rattus	Metazoa	430	False
P00508	Gallus	Metazoa	423	False
P00520	Mus	Metazoa	1123	False
P00522	melanogaster subgroup	Metazoa	1620	False
P00523	Gallus	Metazoa	533	False
P00558	Homo	Metazoa	417	False
P00560	Saccharomyces cerevisiae	Fungi	416	False
P00813	Homo	Metazoa	363	False
P00829	Bos	Metazoa	528	False
P00830	Saccharomyces cerevisiae	Fungi	511	False
P00846	Homo	Metazoa	226	True
P00854	Saccharomyces cerevisiae	Fungi	259	True
P00876	Nicotiana	Plants	477	False
P00877	Chlamydomonas	Plants	475	False
P00889	Sus	Metazoa	464	False
P00890	Saccharomyces cerevisiae	Fungi	479	False
P00918	Homo	Metazoa	260	False
P00927	Saccharomyces cerevisiae	Fungi	576	False
P00950	Saccharomyces cerevisiae	Fungi	247	False
P00966	Homo	Metazoa	412	False
P00973	Homo	Metazoa	400	False
P01096	Bos	Metazoa	109	False
P01097	Saccharomyces cerevisiae	Fungi	85	False
P01100	Homo	Metazoa	380	False
P01106	Homo	Metazoa	454	False
P01111	Homo	Metazoa	189	False
P01116	Homo	Metazoa	189	False
P01119	Saccharomyces cerevisiae	Fungi	309	False
P01120	Saccharomyces cerevisiae	Fungi	322	False
P01375	Homo	Metazoa	233	True
P01584	Homo	Metazoa	269	False
P01854	Homo	Metazoa	546	False
P01871	Homo	Metazoa	474	False
P01872	Mus	Metazoa	454	False
P01880	Homo	Metazoa	430	False
P02240	Lupinus	Plants	154	False
P02686	Homo	Metazoa	304	False
